id,easting,northing,altitude,departure_airport,arrival_airport,standard_passengers,premium_passengers,initial_fuel,consumed_fuel,scheduled_gate_departure,actual_gate_departure,scheduled_runway_arrival,scheduled_gate_arrival,fuel_cost,crew_delay_cost,other_hourly_costs,nonarrival_penalty,delay_cost_proportion_30m,delay_cost_proportion_2h,max_standard_delay_cost,max_premium_delay_cost,FreeAltitudeChanges,AltitudeChangeCost,TurbulenceCostPer6Minutes
325373208,10.743852,756.734341,37000,KLAX,KDCA,137,14,37708.3,14177.9,-2.735573,-2.835573,1.847761,2.097761,9.19,875.33,1532.18,100000,0.104,0.507,3.96,102.06,5,100,40
325382987,557.708743,345.592005,37000,KMSP,KRSW,128,15,28541.7,10844.5,-2.068906,-2.168906,0.781094,1.297761,3.65,848.38,1914.8,100000,0.251,0.477,22.85,126.17,5,100,40
325350382,-285.090002,659.696223,39000,KDEN,KDFW,142,16,19479.2,4594.5,-0.818906,-0.918906,0.764428,1.097761,3.67,407.52,1473.32,100000,0.253,0.353,33.35,177.1,5,100,40
325356198,62.213292,987.964648,34000,KEWR,KSFO,117,14,47187.5,17261.2,-3.502239,-3.452239,3.664428,2.847761,4.03,679.68,1310.45,100000,0.161,0.486,15.23,73.31,5,100,40
325373219,-983.990717,732.2235,41000,KLAX,KDEN,126,15,21562.5,3344.5,-0.818906,-0.668906,1.297761,1.431094,1.85,791.83,1071.42,100000,0.24,0.624,33.33,88.77,5,100,40
325391615,-345.994014,663.170148,37000,KPHX,KSDF,105,14,28333.3,7261.2,-1.485573,-1.452239,1.864428,1.847761,9.7,967.12,1237.14,100000,0.026,0.602,17.67,42.84,5,100,40
325337640,521.403542,906.313762,29000,KBNA,KCLE,109,13,16770.8,4177.9,-0.735573,-0.835573,0.431094,0.747761,5.21,715.86,1475.95,100000,0.048,0.828,13.16,111.35,5,100,40
325333548,-361.98433,840.795915,31500,KATL,KDEN,120,14,28958.3,13927.9,-2.752239,-2.785573,0.447761,0.681094,7.14,975.95,1879.4,100000,0.18,0.563,7.54,95.69,5,100,40
325351702,-416.791458,699.090373,34000,KDFW,KSLC,124,13,25416.7,7177.9,-1.318906,-1.435573,1.714428,1.547761,5.37,888.13,1181.88,100000,0.145,0.705,8.74,182.16,5,100,40
325353432,182.73291,1059.44361,25000,KDSM,KORD,115,15,15833.3,2677.9,-1.818906,-0.535573,0.397761,-0.485573,3.65,738.48,1262.05,100000,0.155,0.886,11.66,128.17,5,100,40
325350797,-1216.902592,885.18435,34000,KDEN,KSFO,133,15,24062.5,10177.9,-2.402239,-2.035573,0.314428,0.247761,5.91,375.67,1544.57,100000,0.249,0.536,24.58,199.3,5,100,40
325353502,449.714638,635.633825,30600,KDTW,KATL,140,14,20625,6427.9,-1.418906,-1.285573,0.164428,0.681094,1.97,716.24,1057.2,100000,0.182,0.884,10.65,145.41,5,100,40
325374688,251.267074,608.226556,38000,KLGA,KIAH,101,15,34270.8,16011.2,-3.418906,-3.202239,1.247761,0.864428,3.19,905.11,1629.66,100000,0.14,0.618,27.19,146.52,5,100,40
325346052,94.761032,686.768324,30000,KCLT,KPHX,137,14,36770.8,9594.5,-2.168906,-1.918906,2.464428,2.514428,2.32,883.23,1573.25,100000,0.062,0.645,23.36,70.83,5,100,40
325368309,799.628809,969.257274,36000,KJFK,KLAX,121,12,46041.7,7594.5,-2.085573,-1.518906,4.997761,4.081094,9.29,451.82,1011.53,100000,0.03,0.62,20.56,159.67,5,100,40
325400479,-1255.535291,936.550459,21400,KSMF,KSNA,139,13,16354.2,1427.9,-0.235573,-0.285573,1.031094,1.181094,2.37,630.89,1583.14,100000,0.232,0.797,7.98,81.62,5,100,40
325400157,-555.406579,1076.820981,35000,KSLC,KMSP,130,15,24166.7,4594.5,-1.735573,-0.918906,0.964428,0.931094,1.11,593.19,1525.44,100000,0.049,0.807,20.42,194.33,5,100,40
325374703,734.783744,957.736622,36000,KLGA,KMCI,138,13,30208.3,10427.9,-2.152239,-2.085573,1.914428,1.481094,2.19,600.34,1728.62,100000,0.063,0.578,35.33,70.21,5,100,40
325366532,575.679494,330.100547,33000,KIND,KTPA,105,15,22604.2,8344.5,-1.618906,-1.668906,0.397761,0.797761,6.36,576.4,1354.62,100000,0.069,0.636,23.34,154.08,5,100,40
325351127,-76.458789,602.776332,35000,KDFW,KDSM,107,14,18958.3,3261.2,-0.652239,-0.652239,1.147761,1.181094,1.84,670.82,1721.71,100000,0.294,0.762,8.68,120.56,5,100,40
325353887,-116.392005,884.521392,34000,KDTW,KPHX,102,13,35625,12177.9,-2.318906,-2.435573,1.897761,2.181094,6.21,593.92,1930.53,100000,0.042,0.597,24.6,160.22,5,100,40
325387508,-982.616948,680.144721,34000,KORD,KLAX,123,14,35625,16511.2,-3.318906,-3.302239,0.831094,1.181094,3.63,831.98,1541.63,100000,0.235,0.376,3.91,103.48,5,100,40
325379479,-745.267528,749.326826,36000,KMDW,KLAX,142,14,36145.8,16094.5,-3.568906,-3.218906,0.781094,1.014428,3.11,302.93,1037.79,100000,0.188,0.351,37.78,190.31,5,100,40
325373479,356.908053,214.957062,37000,KLAX,KMIA,118,12,37708.3,16677.9,-3.318906,-3.335573,1.064428,1.514428,8.46,409.23,1453.41,100000,0.259,0.852,18.44,152.8,5,100,40
325350294,-416.685467,908.070287,20400,KDEN,KBNA,143,12,22395.8,1511.2,-0.202239,-0.302239,2.081094,2.181094,8.36,375.48,1159.41,100000,0.029,0.513,32.39,123.43,5,100,40
325406490,-93.688243,399.010944,24000,KTUL,KHOU,108,12,17916.7,3677.9,-0.652239,-0.735573,0.697761,1.014428,7.68,441.09,1706.76,100000,0.298,0.414,17.69,105.84,5,100,40
325374980,-1189.915096,711.992482,24900,KLGB,KPDX,125,14,22500,2594.5,-0.485573,-0.518906,1.581094,1.914428,6.46,852.33,1489.43,100000,0.188,0.687,37.47,186.42,5,100,40
325379547,-302.75847,761.803173,38000,KMDW,KPHX,121,14,31979.2,8761.2,-1.902239,-1.752239,1.547761,2.014428,2.76,741.32,1553.08,100000,0.032,0.427,27.88,79.06,5,100,40
325350262,-358.832187,871.642071,33900,KDEN,KATL,112,15,24791.7,2344.5,-0.518906,-0.468906,2.147761,2.247761,2.7,745.64,1681.63,100000,0.29,0.671,7.22,147.55,5,100,40
325349767,-908.665168,546.96326,33900,KDCA,KSAN,129,14,44895.8,24011.2,-4.735573,-4.802239,0.631094,1.247761,8.81,302.91,1415.92,100000,0.221,0.883,11.57,105.66,5,100,40
325373200,-1057.159421,613.838283,39000,KLAX,KCMH,129,13,34583.3,3011.2,-0.568906,-0.602239,3.631094,3.764428,5.52,617.87,1412.73,100000,0.241,0.821,7.42,68.09,5,100,40
325364096,-1010.846674,619.671117,36000,KHOU,KLAX,122,16,31458.3,15094.5,-3.402239,-3.018906,0.547761,0.431094,1.91,930.36,1483.36,100000,0.108,0.712,3.86,130.21,5,100,40
325391641,-998.040805,609.777973,30000,KPHX,KSJC,131,12,19791.7,3511.2,-0.652239,-0.702239,1.114428,1.314428,1.37,578.86,1875.34,100000,0.086,0.679,16.18,113.24,5,100,40
325340811,700.541628,972.719885,30000,KBWI,KMSP,136,14,25104.2,6011.2,-1.152239,-1.202239,1.681094,1.664428,5.5,828.38,1196.29,100000,0.294,0.454,2.54,76.22,5,100,40
325346275,590.369521,741.749016,34000,KCMH,KATL,116,15,17708.3,4261.2,-0.868906,-0.852239,0.431094,0.764428,6.6,972.38,1777.81,100000,0.173,0.677,19.58,77.74,5,100,40
325378857,-725.23623,488.489669,34000,KMCO,KLAX,101,12,42916.7,20927.9,-4.068906,-4.185573,1.447761,1.597761,3.92,760.55,1000.88,100000,0.096,0.606,4.4,69.15,5,100,40
325378764,585.761546,315.811285,32000,KMCO,KDFW,119,15,26250,3511.2,-0.735573,-0.702239,2.081094,2.264428,2.94,830.1,1987.32,100000,0.283,0.412,39.73,94.24,5,100,40
325357187,710.119333,189.352842,38000,KFLL,KSTL,103,15,26250,2844.5,-1.068906,-0.568906,2.397761,1.931094,1.47,745.46,1701.94,100000,0.206,0.652,21.58,172.85,5,100,40
325378832,499.605249,663.651898,36000,KMCO,KIND,142,15,22604.2,7927.9,-2.735573,-1.585573,0.681094,-0.318906,2.59,568.49,1502.61,100000,0.127,0.489,29.84,142.99,5,100,40
325345712,521.137227,694.132866,35000,KCLT,KDSM,110,15,24479.2,3927.9,-2.052239,-0.785573,1.597761,0.664428,4.06,791.25,1996.81,100000,0.261,0.813,33.83,147.1,5,100,40
325400561,-271.512846,831.459937,37000,KSNA,KORD,132,14,32604.2,11094.5,-2.368906,-2.218906,1.297761,1.647761,1.69,644.83,1057.46,100000,0.197,0.873,21.28,69.81,5,100,40
325365566,-826.288748,1162.689277,34000,KIAH,KSEA,120,13,38750,16844.5,-3.368906,-3.368906,1.397761,1.631094,2.58,463.31,1181.53,100000,0.099,0.666,21.66,172.2,5,100,40
325368313,-570.78443,693.888156,34000,KJFK,KLAX,125,13,47604.2,23011.2,-4.568906,-4.602239,1.697761,1.847761,6.63,930.55,1571.25,100000,0.106,0.463,38.33,96.66,5,100,40
325350236,-506.850417,827.487182,24000,KDEN,KABQ,130,12,16562.5,3344.5,-0.535573,-0.668906,0.781094,0.914428,2.04,433.91,1043.43,100000,0.23,0.593,8.71,77.15,5,100,40
325381132,760.472274,117.783997,23000,KMIA,KMSY,123,14,20520.8,1761.2,-0.318906,-0.352239,1.631094,1.764428,7.74,737.74,1343.29,100000,0.11,0.81,30.1,69.37,5,100,40
325373507,-720.360889,597.248043,39000,KLAX,KMSY,102,13,30208.3,7677.9,-1.485573,-1.535573,1.864428,2.147761,7.79,960.33,1371.47,100000,0.212,0.851,25.83,191.69,5,100,40
325400268,-850.69397,636.915169,31000,KSLC,KTUS,129,14,19895.8,5927.9,-1.652239,-1.185573,0.547761,0.331094,8.09,577.92,1057.75,100000,0.059,0.843,26.06,45.66,5,100,40
325334323,-764.358424,827.667225,34000,KATL,KSMF,114,16,40833.3,18761.2,-3.835573,-3.752239,1.481094,1.497761,3.29,629.72,1325.71,100000,0.067,0.892,38.15,46.53,5,100,40
325393001,-772.952073,732.741721,27000,KPSP,KDEN,109,13,21562.5,5094.5,-0.818906,-1.018906,1.264428,1.431094,3.39,946.77,1181.13,100000,0.159,0.558,13.29,128.14,5,100,40
325374829,743.437526,280.403485,36800,KLGA,KPBI,130,13,26770.8,16844.5,-3.318906,-3.368906,0.447761,-0.235573,8.16,980.31,1359.89,100000,0.286,0.574,10.11,165.24,5,100,40
325397920,-1294.223668,823.073872,37400,KSFO,KSAN,100,14,16354.2,1761.2,-0.318906,-0.352239,0.831094,1.097761,7.95,963.92,1500.4,100000,0.032,0.759,7.55,75.46,5,100,40
325368505,-1106.611542,879.861471,38000,KJFK,KSFO,138,14,48645.8,27927.9,-5.568906,-5.585573,0.614428,1.014428,4.58,809.55,1437.95,100000,0.281,0.614,33.33,111.94,5,100,40
325400064,-336.577411,652.895117,37000,KSLC,KDFW,104,14,24479.2,7927.9,-1.568906,-1.585573,0.647761,1.147761,9.13,662.74,1511.88,100000,0.236,0.614,16.75,59.42,5,100,40
325353784,597.021514,564.515226,33000,KDTW,KMCO,111,13,24166.7,7094.5,-1.402239,-1.418906,0.831094,1.264428,2.9,866.65,1517.66,100000,0.184,0.797,15.49,182.85,5,100,40
325378905,601.266686,349.182453,36000,KMCO,KMSP,104,12,29270.8,3927.9,-0.652239,-0.785573,2.997761,2.831094,7.9,905.3,1717.55,100000,0.139,0.369,22.66,112.97,5,100,40
325391547,15.335463,880.390678,33000,KPHX,KORD,126,14,28854.2,11761.2,-2.235573,-2.352239,1.031094,1.181094,1.05,528.73,1721.85,100000,0.182,0.525,27.57,154.09,5,100,40
325381019,221.785234,254.655153,29900,KMIA,KIAH,122,14,26250,10011.2,-2.085573,-2.002239,0.547761,0.914428,2.09,513.64,1531.12,100000,0.207,0.853,15.57,89.54,5,100,40
325340774,-102.097995,848.91508,36000,KBWI,KLAX,122,15,43958.3,15011.2,-3.402239,-3.002239,2.764428,2.431094,3.17,600.14,1018.86,100000,0.098,0.809,13.66,179.11,5,100,40
325378550,-205.90727,842.069851,40000,KMCI,KDEN,128,16,18958.3,3344.5,-0.902239,-0.668906,0.797761,0.931094,1.65,418.09,1042.14,100000,0.125,0.576,24.99,105.55,5,100,40
325351734,-45.089814,585.424387,33000,KDFW,KSTL,112,15,17395.8,3261.2,-1.652239,-0.652239,0.064428,-0.068906,2.03,517.97,1659.67,100000,0.174,0.546,33.91,158.04,5,100,40
325364914,-72.958555,783.621832,34000,KIAD,KLAX,137,16,44479.2,16177.9,-3.068906,-3.235573,2.947761,2.847761,5.39,830.47,1946.7,100000,0.161,0.451,11.01,43.64,5,100,40
325345866,122.11685,702.541626,30000,KCLT,KLAX,130,15,42604.2,9427.9,-1.818906,-1.885573,3.197761,3.797761,9.36,322.33,1546.14,100000,0.147,0.808,16.01,121.02,5,100,40
325339250,713.57777,506.76583,34000,KBOS,KMCO,114,14,28125,12594.5,-2.485573,-2.518906,0.647761,0.814428,2.52,904.34,1764.42,100000,0.094,0.778,28.95,187.82,5,100,40
325399489,-1148.671956,665.804246,39000,KSJC,KPHX,130,15,18437.5,4427.9,-0.652239,-0.885573,0.797761,1.097761,5.59,445.42,1051.71,100000,0.096,0.671,16.68,157.83,5,100,40
325379565,-759.373588,690.513363,36000,KMDW,KSAN,139,15,35625,16427.9,-3.568906,-3.285573,0.947761,0.931094,8.76,795.6,1071.83,100000,0.23,0.819,29.85,115.49,5,100,40
325351615,-588.478468,444.478805,30000,KDFW,KSAN,105,15,27812.5,8344.5,-1.652239,-1.668906,1.564428,1.597761,9.39,975.77,1007.91,100000,0.012,0.825,31.73,112.73,5,100,40
325351649,-319.64526,632.49528,30000,KDFW,KSEA,138,15,34062.5,4927.9,-1.735573,-0.985573,3.031094,2.514428,4.72,844.97,1765.55,100000,0.224,0.588,26.78,57.1,5,100,40
325397555,887.912715,1159.678521,35000,KSFO,KBOS,114,13,43020.8,23344.5,-4.568906,-4.668906,0.847761,1.114428,8.36,679.89,1425.68,100000,0.263,0.81,4.45,65.58,5,100,40
325350703,-1098.535499,1314.390572,34000,KDEN,KPDX,129,12,24687.5,9761.2,-2.402239,-1.952239,0.514428,0.347761,5.6,325.53,1391.08,100000,0.055,0.382,35.96,80.15,5,100,40
325346055,583.123859,648.925036,30500,KCLT,KPHX,118,13,36562.5,2844.5,-0.568906,-0.568906,3.647761,4.081094,9.32,542.28,1993.05,100000,0.046,0.527,17.18,183.57,5,100,40
325334030,444.758389,833.507702,34000,KATL,KMSP,111,16,24375,5844.5,-1.102239,-1.168906,1.647761,1.597761,9.69,562.82,1326.01,100000,0.219,0.862,3.93,182.38,5,100,40
325374742,858.442267,485.512675,40000,KLGA,KMIA,110,14,28645.8,12427.9,-2.485573,-2.485573,1.214428,0.897761,3.18,367.95,1185.92,100000,0.153,0.695,33.1,95.82,5,100,40
325396738,403.039096,904.091366,25900,KSDF,KMSP,122,15,20625,2761.2,-1.318906,-0.552239,1.431094,0.781094,4.22,899.46,1102.27,100000,0.012,0.481,21.25,136.39,5,100,40
325379574,-749.252928,1405.240477,38000,KMDW,KSEA,126,14,36145.8,17844.5,-3.652239,-3.568906,0.931094,0.931094,2.75,472.74,1331.21,100000,0.184,0.466,11.34,133.71,5,100,40
325350719,-723.309789,640.452132,36000,KDEN,KPHX,100,15,18958.3,5594.5,-0.985573,-1.118906,0.747761,0.847761,3.93,840.45,1629.98,100000,0.07,0.853,29.05,148.09,5,100,40
325333594,613.724211,834.774162,33000,KATL,KDTW,121,12,20104.2,5177.9,-1.502239,-1.035573,0.714428,0.514428,3.46,881.34,1316.21,100000,0.041,0.404,16.9,171.01,5,100,40
325346301,-82.63237,976.295687,36000,KCMH,KDEN,141,14,27812.5,10927.9,-3.318906,-2.185573,0.864428,-0.068906,7.26,584.12,1416.01,100000,0.233,0.755,18.09,148.14,5,100,40
325357080,875.409542,566.484545,34900,KFLL,KJFK,107,13,25208.3,6427.9,-1.652239,-1.285573,1.131094,1.181094,9.83,539.46,1729.35,100000,0.272,0.459,33.71,98.5,5,100,40
325397409,-1190.312599,1457.385404,25600,KSEA,KSLC,102,14,18958.3,1844.5,-0.485573,-0.368906,1.281094,1.347761,6.73,706.27,1995.79,100000,0.24,0.5,18.81,125.62,5,100,40
325340717,36.769743,548.843968,35300,KBWI,KDFW,131,12,29895.8,14177.9,-3.202239,-2.835573,0.481094,0.381094,5.19,778.25,1042.81,100000,0.1,0.85,13.92,117.07,5,100,40
325395891,-1192.872646,883.859031,36000,KSAN,KSEA,100,12,26041.7,4927.9,-0.818906,-0.985573,1.581094,2.147761,2.07,328.57,1580.94,100000,0.205,0.783,21.76,199.81,5,100,40
325333929,604.375787,373.671855,31800,KATL,KMCO,122,13,16458.3,3594.5,-0.652239,-0.718906,0.547761,0.781094,5.05,374.91,1193.01,100000,0.254,0.433,3.72,173.51,5,100,40
325379448,392.844878,890.393581,36900,KMDW,KFLL,134,14,25729.2,2761.2,-1.068906,-0.552239,2.114428,1.847761,5.78,792.78,1699.94,100000,0.251,0.47,36.55,198.68,5,100,40
325401381,616.209489,254.936739,35000,KSTL,KRSW,105,16,22604.2,8344.5,-2.235573,-1.668906,0.564428,0.181094,3.83,784.31,1800.66,100000,0.143,0.533,37.31,111.74,5,100,40
325391303,-25.782516,655.534031,35000,KPHX,KCLT,105,16,31562.5,10177.9,-1.985573,-2.035573,1.714428,1.864428,1.77,726.25,1578.75,100000,0.178,0.768,35.54,158.01,5,100,40
325350943,-57.030398,474.289086,21800,KDFW,KATL,101,14,19687.5,1844.5,-0.318906,-0.368906,1.381094,1.631094,7.55,349.28,1974.46,100000,0.273,0.846,10.22,139.25,5,100,40
325374705,188.673005,903.633267,38000,KLGA,KMCI,140,15,29583.3,16344.5,-5.318906,-3.268906,0.564428,-1.785573,9.85,839.71,1008.48,100000,0.246,0.499,5.22,198.7,5,100,40
325378519,401.32848,1022.273165,25000,KMCI,KCLE,119,15,21875,6677.9,-1.235573,-1.335573,0.864428,1.064428,4.33,907.94,1704.29,100000,0.188,0.695,23.76,113.91,5,100,40
325381493,-641.768418,1324.235889,38000,KMKE,KSEA,106,14,36145.8,13927.9,-2.818906,-2.785573,1.664428,1.764428,9.99,543.05,1858.28,100000,0.093,0.367,15.42,142.27,5,100,40
325395302,573.300539,294.842124,30000,KRSW,KDEN,113,13,33958.3,4344.5,-0.818906,-0.868906,3.297761,3.414428,7.87,535.7,1161.74,100000,0.233,0.84,37.5,198.77,5,100,40
325391072,533.019428,1008.674374,36000,KPHL,KORD,119,13,22083.3,9927.9,-1.985573,-1.985573,0.231094,0.347761,2.83,379.64,1254.75,100000,0.204,0.501,3.77,117.12,5,100,40
325378579,-82.185382,413.984352,32400,KMCI,KIAH,134,14,20312.5,6761.2,-1.402239,-1.352239,0.281094,0.647761,9.31,388.87,1100.13,100000,0.17,0.536,17.33,128.69,5,100,40
325378668,639.433748,450.815404,33000,KMCO,KATL,112,14,17395.8,4511.2,-1.152239,-0.902239,0.297761,0.431094,3.96,540.6,1553.97,100000,0.196,0.887,3.23,166.6,5,100,40
325353888,-194.894977,855.365579,38000,KDTW,KPHX,125,15,35625,10344.5,-2.402239,-2.068906,1.931094,2.097761,5.55,713.61,1070.46,100000,0.133,0.558,9.54,144.46,5,100,40
325391049,518.320675,1078.089556,34000,KPHL,KMSP,119,14,26041.7,10427.9,-2.152239,-2.085573,0.314428,0.814428,9.17,426.95,1036.35,100000,0.129,0.855,38.09,159.46,5,100,40
325395287,706.79594,355.372682,39000,KRSW,KBWI,120,16,21562.5,3761.2,-0.652239,-0.752239,1.414428,1.597761,8.88,840.47,1062.78,100000,0.02,0.88,29.35,115.08,5,100,40
325350482,-289.464037,927.298636,35000,KDEN,KIAD,109,13,28125,2844.5,-0.852239,-0.568906,2.531094,2.447761,8.98,475.75,1466.39,100000,0.127,0.821,9.62,41.73,5,100,40
325391315,-242.966283,658.040852,35000,KPHX,KDCA,117,14,33750,8844.5,-1.752239,-1.768906,2.414428,2.447761,2.77,762.44,1257.92,100000,0.116,0.847,10.86,128.96,5,100,40
325353810,578.673806,619.146232,35000,KDTW,KMIA,136,15,26770.8,6177.9,-1.402239,-1.235573,1.331094,1.681094,3.57,478.39,1155.86,100000,0.244,0.875,14.01,93.26,5,100,40
325391358,-433.70933,817.286007,31000,KPHX,KDSM,138,12,25520.8,7511.2,-1.585573,-1.502239,1.247761,1.297761,1.1,308.78,1274.94,100000,0.282,0.806,26.39,91.55,5,100,40
325382961,-274.815447,979.784385,34000,KMSP,KPHX,102,13,29270.8,6677.9,-1.318906,-1.335573,1.647761,2.164428,2.99,536.64,1276.6,100000,0.191,0.399,24.34,55.77,5,100,40
325378776,627.432966,844.143268,31000,KMCO,KDTW,131,13,24270.8,8011.2,-1.568906,-1.602239,0.547761,1.114428,3.93,866.28,1666.49,100000,0.222,0.49,15.04,65.2,5,100,40
325400098,-635.973126,890.995846,39000,KSLC,KIAH,137,14,25937.5,4761.2,-0.968906,-0.952239,1.797761,1.981094,4.46,531.94,1269.53,100000,0.158,0.377,11.8,163.8,5,100,40
325351308,-691.425965,608.311294,40000,KDFW,KLAX,132,15,28333.3,9011.2,-2.068906,-1.802239,1.331094,1.264428,7.13,633.31,1049.18,100000,0.042,0.795,13.31,149.13,5,100,40
325387873,382.408845,863.669705,24000,KORD,KSDF,109,14,15312.5,3511.2,-1.152239,-0.702239,0.397761,0.097761,3.22,416.02,1616.35,100000,0.294,0.875,7,113.36,5,100,40
325373247,-578.251306,594.649884,33000,KLAX,KDFW,109,16,25729.2,7427.9,-1.318906,-1.485573,1.314428,1.597761,1.18,642.94,1989.48,100000,0.193,0.623,1.73,127.67,5,100,40
325382986,344.912071,731.852018,35000,KMSP,KRSW,105,14,28854.2,6844.5,-1.318906,-1.368906,1.764428,2.097761,4.32,728.7,1774.86,100000,0.16,0.517,37.91,141.92,5,100,40
325401193,457.5426,623.314687,30500,KSTL,KATL,140,15,17187.5,4927.9,-1.035573,-0.985573,0.064428,0.514428,3.21,684.04,1493.68,100000,0.045,0.775,21.08,193.44,5,100,40
