FlightHistoryId,CutoffTime,ArrivalAirport,ScheduledArrivalTime,CurrentLatitude,CurrentLongitude,CurrentAltitude,CurrentGroundSpeed,StandardPassengerCount,PremiumPassengerCount,FuelRemainingPounds,FuelCost,CrewDelayCost,OtherHourlyCosts,NonarrivalPenalty,DelayCostProportion30m,DelayCostProportion2h,MaxStandardDelayCost,MaxPremiumDelayCost,FreeAltitudeChanges,AltitudeChangeCost,TurbulenceCostPer6Minutes
324512876,2014-01-19 18:43:45+00:00,KEWR,2014-01-19 22:14:00+00:00,47.32,-108.800003,29000,512,127,12,32374.74722,8.59,846.18,1244.36,100000,0.243,0.39,19.21,159.83,5,100,40
324452206,2014-01-19 18:43:45+00:00,KMCO,2014-01-19 19:21:00+00:00,30.129999,-82.550003,27000,527,103,13,12312.24722,8.82,998.11,1042.56,100000,0.239,0.608,15.28,85.96,5,100,40
324499023,2014-01-19 18:43:45+00:00,KDEN,2014-01-19 19:40:00+00:00,41.349998,-101.480003,30000,426,120,13,14478.91389,7.93,663.58,1179.58,100000,0.144,0.761,3.78,142.77,5,100,40
324490210,2014-01-19 18:43:45+00:00,KIAD,2014-01-19 21:14:00+00:00,39.68,-99.720001,37000,471,114,14,25437.24722,8.25,803.62,1970.05,100000,0.256,0.761,25.55,100.54,5,100,40
324506939,2014-01-19 18:43:45+00:00,KPHX,2014-01-19 20:47:00+00:00,36.02,-104.07,32000,423,143,12,24520.58056,2.81,968.54,1871.24,100000,0.288,0.829,33.38,76.1,5,100,40
324513386,2014-01-19 18:43:45+00:00,KIAH,2014-01-19 21:01:00+00:00,36.700001,-111.519997,35000,490,102,15,23312.24722,6.71,708.21,1879.69,100000,0.252,0.641,15.42,194.24,5,100,40
324468186,2014-01-19 18:43:45+00:00,KOAK,2014-01-19 19:35:00+00:00,38.130001,-118.720001,38000,431,119,13,14853.91389,7.88,421,1135.64,100000,0.154,0.425,30.01,181.08,5,100,40
324467150,2014-01-19 18:43:45+00:00,KLAX,2014-01-19 20:10:00+00:00,35.049999,-114.919998,36000,423,109,13,21978.91389,5.78,330.16,1167.4,100000,0.158,0.457,29.35,181.96,5,100,40
324469134,2014-01-19 18:43:45+00:00,KRDU,2014-01-19 20:15:00+00:00,33.419998,-90.769997,33000,464,130,13,18749.74722,5.67,479.81,1789.97,100000,0.216,0.552,29.71,126.52,5,100,40
324467186,2014-01-19 18:43:45+00:00,KMIA,2014-01-19 20:35:00+00:00,35.299999,-77.269997,38000,436,100,15,20624.74722,8.78,438.72,1204.91,100000,0.263,0.692,33.28,94.82,5,100,40
324495362,2014-01-19 18:43:45+00:00,KBWI,2014-01-19 19:30:00+00:00,36.150002,-78.150002,36200,425,138,13,14041.41389,1.42,706.74,1893.17,100000,0.287,0.6,21.47,57.24,5,100,40
324507140,2014-01-19 18:43:45+00:00,KCMH,2014-01-19 20:41:00+00:00,38.529999,-98.82,33000,486,143,12,21478.91389,3.76,524.68,1997.32,100000,0.126,0.627,9.87,109.6,5,100,40
324510285,2014-01-19 18:43:45+00:00,KLGA,2014-01-19 19:20:00+00:00,39.599998,-75.169998,19800,395,101,15,12103.91389,3.39,325.46,1079.47,100000,0.023,0.725,39.73,164.06,5,100,40
324507211,2014-01-19 18:43:45+00:00,KFAT,2014-01-19 19:45:00+00:00,34.18,-115.529999,34000,426,103,15,14228.91389,1.41,622.12,1932.4,100000,0.245,0.585,32.8,111.08,5,100,40
324463154,2014-01-19 18:43:45+00:00,KSFO,2014-01-19 19:10:00+00:00,37.650002,-120.779999,23800,428,126,15,17374.74722,6.69,879.75,1004.2,100000,0.087,0.817,21.22,93.93,5,100,40
324516995,2014-01-19 18:43:45+00:00,KMCO,2014-01-19 20:30:00+00:00,36.57,-87.879997,35000,479,121,15,18583.08056,1.52,674.85,1869.68,100000,0.224,0.636,30.13,89.51,5,100,40
324468785,2014-01-19 18:43:45+00:00,KIAD,2014-01-19 20:40:00+00:00,34.049999,-92.669998,35000,457,116,16,21645.58056,4.42,710.69,1954.14,100000,0.172,0.524,19.7,184.58,5,100,40
324457192,2014-01-19 18:43:45+00:00,KMSY,2014-01-19 21:54:00+00:00,40.5,-75.120003,32000,452,139,13,27812.24722,4.7,633.97,1737.18,100000,0.156,0.374,14.7,97.77,5,100,40
324491245,2014-01-19 18:43:45+00:00,KATL,2014-01-19 19:42:00+00:00,35.099998,-83.279999,27600,363,102,13,15478.91389,2.02,774.78,1798.36,100000,0.161,0.768,2.27,115.41,5,100,40
324468329,2014-01-19 18:43:45+00:00,KSFO,2014-01-19 19:08:00+00:00,37.720001,-120.199997,32000,429,106,13,15791.41389,2.52,735.57,1145.73,100000,0.193,0.852,21.82,168.29,5,100,40
324503978,2014-01-19 18:43:45+00:00,KSAN,2014-01-19 22:28:00+00:00,40.75,-88.519997,25400,455,103,13,31645.58056,6.48,789.3,1536.35,100000,0.123,0.646,1.97,162.95,5,100,40
324496083,2014-01-19 18:43:45+00:00,KLAX,2014-01-19 22:15:00+00:00,41.419998,-91.18,36000,384,123,15,31791.41389,6.59,897.67,1783.23,100000,0.161,0.853,7.17,58.78,5,100,40
324490331,2014-01-19 18:43:45+00:00,KMCO,2014-01-19 22:43:00+00:00,33.619999,-115.75,34800,493,124,16,33103.91389,8.55,585.17,1901.67,100000,0.022,0.403,36.62,114.34,5,100,40
324490416,2014-01-19 18:43:45+00:00,KORD,2014-01-19 22:10:00+00:00,35.849998,-115.470001,37000,467,142,16,28937.24722,5.87,958.17,1795.78,100000,0.262,0.361,4.76,55.27,5,100,40
324457190,2014-01-19 18:43:45+00:00,KMSP,2014-01-19 19:44:00+00:00,44.549999,-85.900002,36000,370,137,15,16395.58056,6.03,394.61,1457.32,100000,0.263,0.453,5.82,129.28,5,100,40
324516289,2014-01-19 18:43:45+00:00,KIAH,2014-01-19 20:12:00+00:00,31.65,-103.870003,37000,520,129,14,17874.74722,7.69,470.54,1660.78,100000,0.175,0.378,7.69,167.37,5,100,40
324505429,2014-01-19 18:43:45+00:00,KSNA,2014-01-19 20:20:00+00:00,40.98,-120.730003,39000,474,105,16,16833.08056,1.82,848.29,1575.84,100000,0.116,0.798,32.87,184.26,5,100,40
324499492,2014-01-19 18:43:45+00:00,KLGA,2014-01-19 20:51:00+00:00,31.870001,-86.970001,37000,448,121,16,21833.08056,1.15,794.58,1807.09,100000,0.153,0.472,39.92,114.26,5,100,40
324471291,2014-01-19 18:43:45+00:00,KPHX,2014-01-19 20:45:00+00:00,38.07,-99.599998,36000,415,125,13,23062.24722,7.18,334.49,1620.55,100000,0.16,0.446,38.17,65.69,5,100,40
324458481,2014-01-19 18:43:45+00:00,KABQ,2014-01-19 19:35:00+00:00,36.119999,-103.620003,38000,405,113,14,18312.24722,9.07,904.44,1107.89,100000,0.11,0.845,27.87,111.19,5,100,40
324468647,2014-01-19 18:43:45+00:00,KDCA,2014-01-19 20:15:00+00:00,35.220001,-89.379997,39000,466,112,14,18603.91389,6.45,994.53,1643.7,100000,0.01,0.45,30.6,118.6,5,100,40
324507109,2014-01-19 18:43:45+00:00,KBNA,2014-01-19 19:40:00+00:00,35.18,-92.519997,39000,481,135,16,16062.24722,6.44,314.53,1659.47,100000,0.189,0.745,8.64,117.97,5,100,40
324511093,2014-01-19 18:43:45+00:00,KEWR,2014-01-19 19:25:00+00:00,38.549999,-76.879997,32900,439,106,16,13874.74722,4.54,428.75,1143.5,100000,0.031,0.857,2.45,75.04,5,100,40
324482439,2014-01-19 18:43:45+00:00,KMIA,2014-01-19 19:21:00+00:00,26.65,-83.029999,39000,510,125,13,13228.91389,6.67,352.59,1568.34,100000,0.044,0.492,35.65,122.91,5,100,40
324495568,2014-01-19 18:43:45+00:00,KORD,2014-01-19 19:33:00+00:00,39.349998,-84.82,32200,359,121,14,15041.41389,8.04,861.29,1718.91,100000,0.293,0.751,39.67,171.96,5,100,40
324469009,2014-01-19 18:43:45+00:00,KMSP,2014-01-19 20:16:00+00:00,35.23,-96.57,33000,463,117,15,17812.24722,8.03,919.52,1298.63,100000,0.085,0.517,39.87,175.74,5,100,40
324502411,2014-01-19 18:43:45+00:00,KSLC,2014-01-19 20:08:00+00:00,38.5,-121,26700,457,119,14,16416.41389,7.5,847.16,1264.9,100000,0.243,0.656,1.73,49.07,5,100,40
324515799,2014-01-19 18:43:45+00:00,KBWI,2014-01-19 21:07:00+00:00,41.450001,-99.019997,33000,500,129,15,24312.24722,4.92,314.86,1226.84,100000,0.076,0.363,39.63,128.03,5,100,40
